Előadó,Cím,Streams
Bad Bunny - Neverita,,929717297
Polo G - Pop Out,,929657854
Drake - Wants and Needs,,929311577
Beyoncé - CUFF IT,,929074301
OneRepublic - Apologize,,929041355
Darius Rucker - Wagon Wheel,,928737925
Otis Redding - (Sittin' On) the Dock of the Bay,,928605931
Paramore - Still into You,,928310508
Juice WRLD - Armed And Dangerous,,928272843
Billy Joel - Vienna,,928223296
Richy Mitch & The Coal Miners - Evergreen,,927731532
MGMT - Kids,,927411579
Piso 21 - Te Vi,,927342655
50 Cent - 21 Questions,,926879201
Bonnie Tyler - Total Eclipse of the Heart,,926682749
Jay Sean - Down,,926648153
Meghan Trainor - All About That Bass,,926224047
LMFAO - Party Rock Anthem,,925637090
Flo Rida - Right Round,,925592726
Frank Ocean - Chanel,,925345622
Frank Ocean - Nights,,925018792
Justin Bieber - Confident,,924183338
Deorro - Five More Hours,,923869511
Natalie Imbruglia - Torn,,923572471
Rob $tone - Chill Bill,,923558723
AWOLNATION - Sail,,922934223
P!nk - What About Us,,922927699
Gorillaz - Clint Eastwood,,922868058
Led Zeppelin - Immigrant Song,,922570352
Tiësto - The Motto,,922523919
Pop Smoke - Mood Swings,,922462744
Phil Collins - In the Air Tonight,,922388577
Jeremy Zucker - comethru,,921869218
Justin Bieber - Mistletoe,,921804941
Meghan Trainor - Made You Look,,921605588
A$AP Rocky - Everyday,,921261897
Anuel AA - Sola (Remix),,921071733
Aventura - Ella Y Yo,,920893838
J Balvin - Qué Más Pues?,,920674967
Don McLean - American Pie,,920603055
Galantis - No Money,,920582965
Roxette - It Must Have Been Love,,920577433
Elton John - Don't Go Breaking My Heart,,920397692
Taylor Swift - ME!,,920278909
Robin Thicke - Blurred Lines,,920200172
Ne-Yo - Miss Independent,,919755196
Eminem - Venom,,919558365
Soundgarden - Black Hole Sun,,919528440
Nelly Furtado - Say It Right,,919449738
Alphaville - Forever Young,,919393217
Calle 24 - QUE ONDA,,919266222
Chief Keef - Love Sosa,,919239864
Justin Timberlake - Rock Your Body,,918268307
Jonas Blue - Rise,,917751472
The Wanted - Glad You Came,,917622962
Ariana Grande - boyfriend,,917491423
blink-182 - What's My Age Again?,,917432781
Panic! At The Disco - House of Memories,,917317533
Hippie Sabotage - Devil Eyes,,916940844
Dire Straits - Walk Of Life,,916862446
SZA - Broken Clocks,,916681803
Eminem - River,,916493436
Sean Kingston - Beautiful Girls,,916385580
Elton John - Tiny Dancer,,916214269
AC/DC - T.N.T.,,916200313
Counting Crows - Mr. Jones,,915176040
Lady Gaga - Paparazzi,,915064403
Paulo Londra - Tal Vez,,914974522
DRAM - Broccoli,,914345916
David Guetta - Hey Mama,,914166939
Bryan Adams - Heaven,,913512604
Corinne Bailey Rae - Put Your Records On,,913352913
Morgan Wallen - You Proof,,912380215
Sebastian Yatra - Pareja Del Año,,911879020
Ashe - Moral of the Story,,911781459
Tiësto - Jackie Chan,,911674868
Junior H - El Azul,,911524364
America - A Horse with No Name,,911208778
Rihanna - Take A Bow,,911199439
Slipknot - Duality,,911021142
The Neighbourhood - You Get Me So High,,910628511
Lizzo - About Damn Time,,909972058
Mau y Ricky - Desconocidos,,909328195
Anitta - Downtown,,909025432
blink-182 - I Miss You,,908529220
SYML - Where's My Love,,908388411
A Boogie Wit da Hoodie - Look Back at It,,908376724
Jack Harlow - WHATS POPPIN,,907341260
Sia - Cheap Thrills,,907333874
Bad Bunny - WHERE SHE GOES,,906839580
Aventura - Volví,,906474505
U2 - I Still Haven't Found What I'm Looking For,,906332178
Lil Tjay - Calling My Phone,,906232299
Bad Bunny - A Tu Merced,,906213218
The Neighbourhood - Reflections,,905945374
Gwen Stefani - The Sweet Escape,,903866866
MGMT - Electric Feel,,902347302
Rise Against - Savior,,902231584
Flo Rida - Good Feeling,,902119685
Lil Peep - Save That Shit,,902038233
Luis Miguel - Ahora Te Puedes Marchar,,901522017
Mumford & Sons - Little Lion Man,,901514086
BLACKPINK - Kill This Love,,901421158
Depeche Mode - Enjoy the Silence,,901370843
Wisin - Escápate Conmigo,,901175754
MUSIC LAB JPN - Kill This Love,,900398438
DJ MIX NON-STOP CHANNEL - Kill This Love,,899644060
2Pac - Ambitionz Az A Ridah,,899490988
Blackstreet - No Diggity,,899441784
The Calling - Wherever You Will Go,,899371724
Melanie Martinez - Play Date,,899350158
Rascal Flatts - Life is a Highway,,899186600
Empire Of The Sun - We Are The People,,899118569
ACRAZE - Do It To It,,899011508
LOVE BGM JPN - Kill This Love,,898667803
Drake - Controlla,,898156916
Soulja Boy - Kiss Me Thru The Phone,,897962382
Three Days Grace - Animal I Have Become,,897755994
"Kendrick Lamar - Bitch, Don’t Kill My Vibe",,897264829
Anuel AA - Ella Quiere Beber,,896635369
Billie Eilish - LUNCH,,896268504
Laufey - From The Start,,896155197
The Beatles - Come Together,,895959791
Big Sean - I Don't Fuck With You,,895651886
Bob Marley & The Wailers - Is This Love,,895580480
Lil Baby - Freestyle,,895462461
TINI - Miénteme,,894765695
Petit Biscuit - Sunset Lover,,894288992
Yot Club - YKWIM?,,894160345
Fugees - Killing Me Softly With His Song,,894010572
Alok - Hear Me Now,,893483826
The Rare Occasions - Notion,,893380520
Mac DeMarco - Chamber Of Reflection,,893289385
Ruth B. - Lost Boy,,893120558
The Game - Hate It Or Love It,,892968524
Vanessa Carlton - A Thousand Miles,,891794003
2Pac - Hit 'Em Up,,891071069
SZA - Open Arms,,889850725
Gorillaz - On Melancholy Hill,,889754268
The Cardigans - Lovefool,,889727776
Billie Eilish - watch,,889561293
Frank Ocean - Novacane,,888879969
Cigarettes After Sex - K.,,888784749
Cage The Elephant - Ain't No Rest For The Wicked,,888669905
Billie Eilish - wish you were gay,,888099475
Miley Cyrus - Malibu,,887863880
Hozier - Work Song,,887167275
Taylor Swift - exile,,887140317
The Rolling Stones - (I Can't Get No) Satisfaction,,887118887
System Of A Down - Lonely Day,,887018453
Zach Bryan - Heading South,,886872643
Selena Gomez - Good For You,,886861821
Fifth Harmony - Worth It,,886766432
The Script - The Man Who Can't Be Moved,,886670708
Future - Like That,,886363758
Childish Gambino - Les,,885982714
Lost Frequencies - Reality,,885801631
David Guetta - 2U,,885184500
Waka Flocka Flame - No Hands,,885125380
Jeremy Zucker - comethru,,884675885
Declan McKenna - Brazil,,884579749
Sub Urban - Cradles,,884565974
Natalia Lafourcade - Hasta la Raíz,,884310525
B.o.B - Nothin’ on You,,884156872
Meghan Trainor - All About That Bass,,884063539
Grupo Frontera - QUE VUELVAS,,883550935
Ozzy Osbourne - Crazy Train,,883342673
Jason Derulo - Talk Dirty,,882238867
Chase Atlantic - Friends,,882108746
Foo Fighters - The Pretender,,881655606
Whitney Houston - I Will Always Love You,,881634055
Alan Walker - Alone,,881462139
Keala Settle - This Is Me,,881192806
Miley Cyrus - Prisoner,,880907345
DJ Snake - Loco Contigo,,880731538
Camila Cabello - Shameless,,880190988
StaySolidRocky - Party Girl,,879633147
Far East Movement - Like A G6,,879533035
JHAYCO - CÓMO SE SIENTE,,879501282
Cigarettes After Sex - Sunsetz,,878707258
One Direction - 18,,878222708
21 Savage - Runnin,,878063305
Kendrick Lamar - m.A.A.d city,,877892296
My Chemical Romance - Welcome to the Black Parade,,877283366
B.o.B - Airplanes,,876895697
Sean Kingston - Eenie Meenie,,876412970
bôa - Duvet,,876389186
Mora - LA INOCENTE,,876125450
J Balvin - Qué Más Pues?,,876039313
Kali Uchis - After The Storm,,875866151
The Beatles - Let It Be,,875695017
NewJeans - OMG,,875470473
Neil Diamond - Sweet Caroline,,875383175
The Notorious B.I.G. - Juicy,,875167238
Dave - Sprinter,,875112873
Deorro - Five More Hours,,874186909
Fetty Wap - 679,,873753417
Scorpions - Wind Of Change,,873681825
Luke Combs - Hurricane,,873593763
cassö - Prada,,873472174
Luke Combs - Fast Car,,873384728
M.I.A. - Paper Planes,,873060556
Halsey - Bad At Love,,872800834
Drake - Jumpman,,872569061
will.i.am - Scream & Shout,,872491639
Tom Petty - Free Fallin',,871633300
Chief Keef - Love Sosa,,871597750
Rae Sremmurd - This Could Be Us,,871476685
Justin Bieber - Yummy,,871476267
Jennifer Lopez - On The Floor,,871282164
Xavi - La Diabla,,871164229
Travis Scott - Goosebumps,,871057362
Central Cee - Doja,,870689139
Sam Smith - Fire On Fire,,870388903
DMX - X Gon' Give It To Ya,,870261341
Maluma - Según Quién,,870228604
Lana Del Rey - Doin' Time,,870042493
AWOLNATION - Sail,,870035867
"Gracie Abrams - I Love You, I'm Sorry",,869889934
Marshmello - El Merengue,,869790878
Fitz and The Tantrums - Out of My League,,869709359
Estelle - American Boy,,869472825
Counting Crows - Mr. Jones,,869435175
Paloma Faith - Only Love Can Hurt Like This,,869145955
Starship - Nothing's Gonna Stop Us Now,,869014207
Stromae - Alors on danse,,868991110
Mark Ambor - Belong Together,,868895310
Tainy - Adicto,,868853961
Pop Smoke - Mood Swings,,868438002
Zac Brown Band - Chicken Fried,,868345777
THE SCOTTS - THE SCOTTS,,867942843
Bill Withers - Lovely Day,,867881100
Travie McCoy - Billionaire,,867639141
A Boogie Wit da Hoodie - Swervin,,867338615
Justin Bieber - Holy,,866340019
Gigi Perez - Sailor Song,,866302642
Daryl Hall & John Oates - Rich Girl,,866291974
Train - Drive By,,865130955
BTS - Life Goes On,,864811926
Petit Biscuit - Sunset Lover,,864053251
Kanye West - Violent Crimes,,864017163
21 Savage - ball w/o you,,863982246
Rixton - Me And My Broken Heart,,863918060
Julia Michaels - What A Time,,863886706
Cher - Believe,,863869249
Taylor Swift - Getaway Car,,863653966
Keyshia Cole - Love,,863600424
Imagine Dragons - It's Time,,863590982
Anuel AA - Secreto,,863568833
Kanye West - All Of The Lights,,863437143
The Proclaimers - I'm Gonna Be (500 Miles),,862527402
Stealers Wheel - Stuck In The Middle With You,,862383713
TINI - Miénteme,,862228016
Mötley Crüe - Kickstart My Heart,,861855018
Gracie Abrams - That’s So True,,861798625
Becky G - Sin Pijama,,861712865
Dolly Parton - Jolene,,861370035
Rauw Alejandro - LOKERA,,861340921
Felix Jaehn - Ain't Nobody (Loves Me Better),,860879896
Kansas - Dust in the Wind,,860811335
Linkin Park - Somewhere I Belong,,860496166
Aventura - Volví,,860157665
Katrina & The Waves - Walking On Sunshine,,860116730
Taylor Swift - Lavender Haze,,860058358
21 Savage - Glock In My Lap,,859755005
Clairo - Sofia,,859574935
Grupo Frontera - EL AMOR DE SU VIDA,,859379053
Maroon 5 - Beautiful Mistakes,,858945244
Travis Scott - I KNOW ?,,858836088
Mike Posner - Cooler Than Me,,858709584
Alejandro Fernández - Me Dediqué a Perderte,,858642518
The Cure - Boys Don't Cry,,858403545
Disturbed - Down with the Sickness,,857847840
Queen - We Are The Champions,,857802305
PinkPantheress - Pain,,857679146
Kanye West - Can't Tell Me Nothing,,857596542
Carín León - Primera Cita,,857535398
Drake - Knife Talk,,857521472
Bad Bunny - Party,,857295431
P!nk - Raise Your Glass,,857292744
Mora - Volando,,856442449
Lil Baby - Pure Cocaine,,856036962
T-Pain - Buy U a Drank (Shawty Snappin'),,855962241
No Doubt - Don't Speak,,855819496
iñigo quintero - Si No Estás,,855738740
The Kid LAROI - NIGHTS LIKE THIS,,855593235
3 Doors Down - Here Without You,,855382734
Hippie Sabotage - Devil Eyes,,854946679
Lil Tjay - Calling My Phone,,853770165
Arcángel - La Jumpa,,852780213
Lukas Graham - Love Someone,,852423736
Dalex - Hola,,851995706
CNCO - Reggaetón Lento (Bailemos),,851957569
Justin Bieber - Hold On,,851832430
Migos - Walk It Talk It,,851601067
JACKBOYS - OUT WEST,,850740176
Muse - Supermassive Black Hole,,850480961
Ed Sheeran - South of the Border,,850448859
Redbone - Come and Get Your Love,,850421826
James Bay - Hold Back The River,,850250435
Lil Tjay - F.N,,850026684
Travis Scott - STARGAZING,,849482578
A Boogie Wit da Hoodie - Look Back at It,,849462221
Mac DeMarco - Heart To Heart,,849220494
Bad Bunny - Tarot,,848723387
John Newman - Love Me Again,,847929973
Piso 21 - Te Vi,,847542314
Zion & Lennox - Yo Voy,,847437959
5 Seconds of Summer - She Looks So Perfect,,846492826
Wisin - Escápate Conmigo,,846356356
"Tyler, The Creator - NEW MAGIC WAND",,845918651
Kordhell - MURDER IN MY MIND,,845709503
blink-182 - What's My Age Again?,,845596840
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around",,845306370
Big Sean - I Don't Fuck With You,,845170386
ATB - Your Love (9PM),,845167520
Jung Kook - 3D,,844851556
BLACKPINK - Pink Venom,,844661188
CJ - Whoopty,,844523285
Avicii - SOS,,844471471
Rauw Alejandro - El Efecto,,844374110
Ghost - Mary On A Cross,,844193567
Mac DeMarco - My Kind of Woman,,844020892
Ed Sheeran - Don't,,843519935
Skillet - Monster,,843263037
The Cure - Friday I'm In Love,,843217035
Led Zeppelin - Immigrant Song,,842965944
Romeo Santos - Eres Mía,,842529877
Pinkfong - Baby Shark,,842455363
Mac DeMarco - For the First Time,,842354409
Carlos Vives - La Bicicleta,,842122168
Eagles - Take It Easy,,841989743
Mau y Ricky - Desconocidos,,841898557
Cutting Crew - (I Just) Died In Your Arms,,841782113
Panic! At The Disco - House of Memories,,841509999
Lynyrd Skynyrd - Free Bird,,841227827
Ed Sheeran - Perfect Duet (Ed Sheeran & Beyoncé),,841170121
Mariah Carey - We Belong Together,,841023772
Kesha - Die Young,,840582940
ZZ Top - La Grange (2005 Remaster),,840469194
Lil Peep - Save That Shit,,840015233
J. Cole - Power Trip,,839979947
Maroon 5 - Cold,,839702720
Culture Club - Karma Chameleon,,839684257
Mike Perry - The Ocean,,839534617
Morgan Wallen - Chasin' You,,839346580
Alan Walker - On My Way,,839124627
Linkin Park - Crawling,,838999081
Thirty Seconds To Mars - The Kill (Bury Me),,838954299
Natanael Cano - AMG,,838715223
Linkin Park - Bleed It Out,,838444461
Kelly Clarkson - Underneath the Tree,,838393552
Mumford & Sons - I Will Wait,,838391859
Fort Minor - Remember the Name,,838338332
Daryl Hall & John Oates - Maneater,,837794125
Paulo Londra - Tal Vez,,837573847
ROSALÍA - Con Altura,,837489019
La Oreja de Van Gogh - Rosas,,837317716
StaySolidRocky - Party Girl,,837046085
Cascada - Everytime We Touch,,836518899
Daryl Hall - Maneater,,836468157
6ix9ine - FEFE,,836088883
NewJeans - Ditto,,834878209
Travis Scott - CAN'T SAY,,834566853
Maluma - 11 PM,,834549587
Blue Swede - Hooked On A Feeling,,833785931
Baby Keem - ORANGE SODA,,833696283
Justin Bieber - Holy,,833353049
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,,833249077
Alok - Hear Me Now,,833172535
Anuel AA - Hasta Que Dios Diga,,832708037
Katy Perry - Unconditionally,,832554696
Travis Scott - Goosebumps,,831889239
Jason Mraz - Lucky,,831400662
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,,831395904
Jay Sean - Down,,831309333
Darius Rucker - Wagon Wheel,,831004009
Hombres G - Devuélveme a mi chica,,830741475
Ricky Montgomery - Line Without a Hook,,830565001
zzoilo - Mon Amour,,830548686
José Feliciano - Feliz Navidad,,830349833
Extreme - More Than Words,,830250145
Doja Cat - Agora Hills,,830196672
BLACKPINK - Shut Down,,830097703
Little Mix - Shout Out to My Ex,,830043381
Lana Del Rey - Diet Mountain Dew,,830031186
LMFAO - Party Rock Anthem,,829728672
Los Enanitos Verdes - Lamento Boliviano,,829575986
Olly Alexander (Years & Years) - King,,829163155
Becky G - Sin Pijama,,828855338
Iggy Azalea - Fancy,,828043442
Junior H - Y LLORO,,827681496
Anitta - Downtown,,827403495
Becky G - Mayores,,826985994
Dua Lipa - Love Again,,826805880
Rise Against - Savior,,826777400
Manu Chao - Me Gustas Tu,,826518695
Yusuf / Cat Stevens - Wild World,,826508369
Don McLean - American Pie,,826247568
Audioslave - Like a Stone,,826203153
Bad Bunny - Yo Perreo Sola,,825884587
Ed Sheeran - Dive,,825192927
U2 - I Still Haven't Found What I'm Looking For,,824873657
Charlie Puth - Marvin Gaye,,824853181
Bill Withers - Just the Two of Us,,824589390
The Smashing Pumpkins - 1979,,824512350
¥$ - CARNIVAL,,824505902
System Of A Down - Aerials,,824481899
The Rolling Stones - Start Me Up,,824041722
Young Thug - The London,,823506264
Corinne Bailey Rae - Put Your Records On,,823283552
Bazzi - Beautiful,,823181866
Adele - Chasing Pavements,,822723597
Martin Jensen - Solo Dance,,822652058
Phil Collins - In The Air Tonight,,822563230
Luis Miguel - Ahora Te Puedes Marchar,,822436744
Marc Seguí - Tiroteo,,821934191
The Notorious B.I.G. - Juicy,,821842989
Migos - Walk It Talk It,,821677105
Troye Sivan - Strawberries & Cigarettes,,821652441
BLACKPINK - DDU-DU DDU-DU,,821623871
Bacilos - Caraluna,,821508405
Sub Urban - Cradles,,821504625
Libianca - People,,821315232
Pitbull - Hotel Room Service,,821251252
Luke Combs - She Got the Best of Me,,821177228
Imagine Dragons - Warriors,,820732573
Young Thug - pick up the phone,,820676154
Jimi Hendrix - All Along the Watchtower,,820632041
Playboi Carti - Shoota,,820247784
5 Seconds of Summer - Teeth,,820202184
Labrinth - Jealous,,820185851
Ed Sheeran - Supermarket Flowers,,820057971
Tego Calderón - Pa' Que Retozen,,819359856
Bruno Mars - Count on Me,,819273966
Julia Michaels - What A Time,,819241040
Stealers Wheel - Stuck In The Middle With You,,818085721
TV Girl - Cigarettes out the Window,,818005168
The Cardigans - Lovefool,,817890121
Milo j - Rara Vez,,817802214
The Temper Trap - Sweet Disposition,,817598274
Ricky Montgomery - Mr. Loverman,,817586684
Labrinth - Mount Everest,,817383704
Buffalo Springfield - For What It's Worth,,817359419
Majestic - Rasputin,,816859238
Yot Club - YKWIM?,,816851979
Taylor Swift - Midnight Rain,,816802529
Plan B - Candy,,816777896
Luke Combs - Hurricane,,816643914
Don Toliver - After Party,,816451400
MGMT - Little Dark Age,,816163534
The 1975 - About You,,815812228
Mustard - Pure Water,,815784499
Chris Isaak - Wicked Game,,815607275
John Lennon - Imagine,,815421979
Alan Walker - Alone,,815367639
Shakira - Te Felicito,,815014589
Lil Uzi Vert - Just Wanna Rock,,814994614
Pitbull - Fireball,,814818899
Enrique Iglesias - SUBEME LA RADIO,,814367062
Chappell Roan - HOT TO GO!,,814356251
Summer Walker - Girls Need Love,,814286693
Akon - Lonely,,814102687
Rixton - Me And My Broken Heart,,813970187
BoyWithUke - Toxic,,813625393
Incubus - Drive,,813333400
Eyedress - Something About You,,812911082
Aminé - Caroline,,812747190
John Mayer - New Light,,812524101
Rels B - A Mí,,812217716
Jason Derulo - Whatcha Say,,812163475
Kelly Clarkson - Because of You,,812053132
Beyoncé - Single Ladies (Put a Ring on It),,811921936
ROSALÍA - BESO,,811713210
MEDUZA - Paradise,,811618968
Lost Frequencies - Reality,,811607394
Rascal Flatts - Life is a Highway,,811079076
Crowded House - Don't Dream It's Over,,810868705
Lizzy McAlpine - ceilings,,810830745
Bad Bunny - TE MUDASTE,,810669802
INTERWORLD - METAMORPHOSIS,,810368679
Neil Diamond - Sweet Caroline,,810315869
blackbear - idfc,,810098231
Rauw Alejandro - Cúrame,,810044355
Jeremih - oui,,809922395
Lou Bega - Mambo No. 5 (A Little Bit of...),,809865847
Lukas Graham - Love Someone,,809859575
Liana Flores - rises the moon,,809711054
Fugees - Killing Me Softly With His Song,,809397552
Mac Miller - Self Care,,809315825
Jason Derulo - Take You Dancing,,809242777
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),,809176508
DMX - X Gon' Give It To Ya,,808581592
Morat - Cuando Nadie Ve,,808372156
The Beatles - Yesterday,,808327052
Dalex - Pa Mí,,808291040
Sophie Ellis-Bextor - Murder On The Dancefloor,,808149195
David Guetta - Baby Don't Hurt Me,,808008368
Loreen - Tattoo,,807977410
Lil Peep - nuts,,807956233
Camila Cabello - My Oh My,,807658696
JHAYCO - CÓMO SE SIENTE,,807554924
The Doobie Brothers - Listen to the Music,,807300393
Limp Bizkit - Rollin' (Air Raid Vehicle),,806917213
Felix Jaehn - Ain't Nobody (Loves Me Better),,806852838
Rae Sremmurd - This Could Be Us,,806816321
Soundgarden - Black Hole Sun,,806801682
Flo Rida - GDFR,,806414623
Khalid - Saturday Nights,,806186984
Travis Scott - 90210,,806044655
Manuel Turizo - Una Lady Como Tú,,805991024
"Taylor Swift - You're On Your Own, Kid",,805971946
Chris Brown - Go Crazy,,805692330
The Kooks - Naive,,805285939
KAROL G - MI EX TENÍA RAZÓN,,804818277
Charlie Puth - How Long,,804535387
Rex Orange County - Best Friend,,804503836
Lykke Li - I Follow Rivers,,804450177
Carlos Vives - Robarte un Beso,,804397999
Kansas - Carry on Wayward Son,,804211497
Michael Jackson - Thriller,,803824832
Jack Harlow - WHATS POPPIN,,803255048
Daft Punk - One More Time,,803140192
John Travolta - You're The One That I Want,,803053628
Kelly Clarkson - Stronger (What Doesn't Kill You),,802278155
ATB - Your Love (9PM),,802086679
Khalid - 8TEEN,,801587834
Kylie Minogue - Can’t Get You out of My Head,,801079598
Dolly Parton - 9 to 5,,800924244
David Guetta - Where Them Girls At,,800719534
Vacations - Young,,800627451
Alessia Cara - Here,,800563798
America - A Horse with No Name,,800217267
One Direction - You & I,,800190004
Tame Impala - Let It Happen,,800163567
NewJeans - OMG,,799517307
Miley Cyrus - The Climb,,799484883
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),,799421718
Taylor Swift - Paper Rings,,799112528
50 Cent - Many Men (Wish Death),,799055268
Jon Bellion - All Time Low,,799014519
Lil Tjay - F.N,,798869287
Tom Petty - Free Fallin',,798671245
Alesso - Heroes (we could be),,798490507
Frank Sinatra - Fly Me To The Moon (In Other Words),,798018354
Drake - Best I Ever Had,,797997444
Bad Bunny - Party,,797780833
Little Mix - Shout Out to My Ex,,797659522
Reik - Me Niego,,797594906
Alex & Sierra - Little Do You Know,,797316458
50 Cent - Just A Lil Bit,,797288873
Far East Movement - Like A G6,,797039889
Maroon 5 - Sunday Morning,,797030304
Depeche Mode - Enjoy the Silence,,796782358
SYML - Where's My Love,,796767520
Ice Cube - You Know How We Do It,,796102706
James Hype - Ferrari,,795612677
Wheatus - Teenage Dirtbag,,795555257
Oscar Maydon - Fin de Semana,,795497082
CNCO - Reggaetón Lento (Bailemos),,795114617
Bad Bunny - La Difícil,,795021310
Kaash Paige - Love Songs,,794757515
Rick Springfield - Jessie's Girl,,794692094
Sebastian Yatra - Tacones Rojos,,794370435
UB40 - Red Red Wine,,793898246
"Shakira - Whenever, Wherever",,793394896
Jet - Are You Gonna Be My Girl,,793343354
Bring Me The Horizon - Can You Feel My Heart,,793182992
JACKBOYS - OUT WEST,,793168848
Dolly Parton - Jolene,,793106774
Tiësto - Don't Be Shy,,793038850
Chris Jedi - Ahora Dice,,793021091
Aventura - Ella Y Yo,,792946655
The Marías - No One Noticed,,792872699
Slipknot - Psychosocial,,792369111
OneRepublic - Apologize,,792051475
Timbaland - Apologize,,792051475
Joji - YEAH RIGHT,,791893117
A$AP Ferg - Plain Jane,,791879854
Lil Mosey - Noticed,,791845961
Dalex - Hola,,791667036
Adele - All I Ask,,791622501
W Sound - La Plena,,791281994
Flo Rida - Club Can't Handle Me,,790937638
Stealers Wheel - Stuck In The Middle With You,,789984163
Travie McCoy - Billionaire,,789910505
Olivia Rodrigo - brutal,,789824415
Alessia Cara - How Far I'll Go,,789795558
Natanael Cano - AMG,,789621392
Dominic Fike - Babydoll,,789469378
Justin Bieber - Anyone,,789012217
Peso Pluma - PRC,,788809440
BENEE - Supalonely,,788577549
Rvssian - Santa,,788492660
Russ - Losin Control,,788415460
Little Mix - Secret Love Song,,788388397
Pearl Jam - Even Flow,,788387553
P!nk - So What,,788131717
Lil Nas X - Panini,,787858203
Natalia Lafourcade - Hasta la Raíz,,787812032
salvia palth - i was all over her,,787446459
The Killers - When You Were Young,,787223546
Jarabe De Palo - La flaca,,787199932
Florence + The Machine - You've Got The Love,,787070076
Wiz Khalifa - Black and Yellow,,787066248
Soulja Boy - Kiss Me Thru The Phone,,786981491
Wiz Khalifa - Black & Yellow,,786807035
fun. - Some Nights,,786507690
Rihanna - Rude Boy,,786409340
Taylor Swift - champagne problems,,786118889
Alicia Keys - Girl on Fire,,786049921
Childish Gambino - Me and Your Mama,,785765397
Pitbull - International Love,,785470946
Zac Brown Band - Chicken Fried,,785340130
Britney Spears - Womanizer,,785279707
Fort Minor - Remember the Name,,785205750
Black Eyed Peas - Just Can’t Get Enough,,785170471
Bazzi - Beautiful,,785101094
Duke Dumont - Ocean Drive,,784916678
"Tyler, The Creator - ARE WE STILL FRIENDS?",,784695895
The Calling - Wherever You Will Go,,784660702
The Smiths - There Is a Light That Never Goes Out,,784495091
NewJeans - Super Shy,,784421685
2Pac - All Eyez On Me,,784308712
Alexandra Stan - Mr. Saxobeat,,784143760
Gwen Stefani - Hollaback Girl,,783976059
Commodores - Easy,,783407914
5 Seconds of Summer - She Looks So Perfect,,782920314
Coldplay - Magic,,782856348
Lou Bega - Mambo N° 5 (A Little Bit of Monika),,782369622
Juice WRLD - Legends,,782360029
Nirvana - Lithium,,781631922
Travis Scott - Antidote,,781368751
The Paper Kites - Bloom,,781274821
"Tyler, The Creator - BEST INTEREST",,780887001
Dexys Midnight Runners - Come On Eileen,,780781308
Bryan Adams - (Everything I Do) I Do It For You,,780732226
Kordhell - MURDER IN MY MIND,,780583526
Pink Floyd - Comfortably Numb,,780536206
Paulo Londra - Nena Maldición,,780437963
One Direction - 18,,780353521
Chris Stapleton - You Should Probably Leave,,779921952
Bee Gees - More Than A Woman,,779671727
Yusuf / Cat Stevens - Wild World,,779596997
Baby Keem - ORANGE SODA,,779200782
Myke Towers - Bandido,,778954068
Kodak Black - Roll in Peace,,778938527
Mustard - Pure Water,,778717049
Migos - Stir Fry,,778349533
Arctic Monkeys - No. 1 Party Anthem,,778274507
Oscar Maydon - Tu Boda,,777975216
Eminem - Lucky You,,777437405
Guns N' Roses - Don't Cry,,777230401
Jason Mraz - Lucky,,777164329
MEDUZA - Paradise,,776963903
Bad Bunny - TE MUDASTE,,776792553
Boza - Hecha Pa' Mi,,776314820
Cigarettes After Sex - Sweet,,776085732
Keyshia Cole - Love,,775868253
Mora - Volando,,775748741
Beach Bunny - Prom Queen,,775711657
"Earth, Wind & Fire - Let's Groove",,775198134
Justin Bieber - Company,,774769002
Taylor Swift - You Belong With Me,,774582458
Cosculluela - Madura,,774485209
Labrinth - Still Don't Know My Name,,774389427
zzoilo - Mon Amour,,774186648
Carlos Vives - La Bicicleta,,774081487
Jesse & Joy - Dueles,,773984826
Cults - Always Forever,,773856206
DJ Khaled - POPSTAR,,773538671
Gera MX - Botella Tras Botella,,773246713
OneRepublic - Secrets,,772886481
Gwen Stefani - The Sweet Escape,,772846314
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around",,772810349
Jimi Hendrix - All Along the Watchtower,,772774852
The Cardigans - Lovefool,,772570875
"Daddy Yankee - Lo Que Pasó, Pasó",,772358445
Dove Cameron - Boyfriend,,772204547
Mon Laferte - Tu Falta De Querer,,771844212
Adele - Water Under the Bridge,,771791848
Lana Del Rey - Radio,,771724863
X Ambassadors - Unsteady,,771595441
Mazzy Star - Fade Into You,,771564734
Lady Gaga - Born This Way,,771541064
Radiohead - Karma Police,,771480602
Taylor Swift - We Are Never Ever Getting Back Together,,771410426
mgk - my ex's best friend,,771278428
Travis Scott - YOSEMITE,,770823730
Zach Bryan - Heading South,,770786326
Taylor Swift - my tears ricochet,,770447031
$uicideboy$ - Kill Yourself (Part III),,770391961
BTS - Permission to Dance,,770074338
Mike Posner - Cooler Than Me,,769856174
A$AP Ferg - Plain Jane,,769612108
Lou Bega - Mambo No. 5 (A Little Bit of...),,769140039
Blue Swede - Hooked On A Feeling,,769133934
